name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
"Almalik Osama,Zhan Zhuozhao,van den Heuvel Edwin R.","Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands,Department of Preventive Medicine and Epidemiology, School of Medicine, Boston University, Boston, USA","Received 31 July 2020, Revised 12 August 2022, Accepted 24 October 2022, Available online 12 November 2022, Version of Record 2 December 2022.",https://doi.org/10.1016/j.spl.2022.109733,Cited by (0),Copas’ method corrects a ,None,Copas’ method is sensitive to different mechanisms of publication bias,https://www.sciencedirect.com/science/article/pii/S0167715222002462,12 November 2022,2022,Research Article,91.0
Lando Tommaso,"Department of Economics, University of Bergamo, Italy, and Department of Finance, VŠB-TU Ostrava, Czech Republic","Received 21 April 2022, Revised 1 October 2022, Accepted 2 November 2022, Available online 9 November 2022, Version of Record 19 November 2022.",https://doi.org/10.1016/j.spl.2022.109736,Cited by (2),This paper proposes a ,None,Testing departures from the increasing hazard rate property,https://www.sciencedirect.com/science/article/pii/S0167715222002498,9 November 2022,2022,Research Article,92.0
"Qiang Beidi,Peña Edsel A.","Southern Illinois University Edwardsville, Edwardsville, IL, 62026, USA,University of South Carolina, Columbia, SC, 29208, USA","Received 22 March 2022, Revised 13 September 2022, Accepted 24 October 2022, Available online 9 November 2022, Version of Record 19 November 2022.",https://doi.org/10.1016/j.spl.2022.109730,Cited by (0),"In this paper, we propose two robust non-parametric estimators for population location parameters via a shrinkage idea. Improvements of the proposed estimators over traditional estimators are demonstrated through simulation studies and empirical data analysis.",None,Robust simultaneous estimation of location parameters,https://www.sciencedirect.com/science/article/pii/S0167715222002437,9 November 2022,2022,Research Article,93.0
"Nair R. Dhanya,Sathar E.I. Abdul","Department of Statistics, University of Kerala, Thiruvananthapuram, 695581, Kerala, India","Received 21 May 2022, Revised 20 September 2022, Accepted 24 October 2022, Available online 3 November 2022, Version of Record 17 November 2022.",https://doi.org/10.1016/j.spl.2022.109729,Cited by (1),This study concentrates on various extropy measures and their interrelationships. The relationship connecting L-moments and extropy measures was identified. We also discuss the association between extropy variants via ====. Relationships between various uncertainty measures are also provided.,None,Some useful results related to various measures of extropy and their interrelationship,https://www.sciencedirect.com/science/article/pii/S0167715222002425,3 November 2022,2022,Research Article,94.0
Hafouta Yeor,"Department of Mathematics, The Ohio State University and the University of Maryland, United States of America","Received 28 February 2022, Revised 14 October 2022, Accepted 23 October 2022, Available online 2 November 2022, Version of Record 14 November 2022.",https://doi.org/10.1016/j.spl.2022.109728,Cited by (0),"-mixing. The obtained rate is of order ==== for an arbitrary ====, where ==== is the variance of the underlying partial sums ",None,An almost sure invariance principle for some classes of non-stationary mixing sequences,https://www.sciencedirect.com/science/article/pii/S0167715222002413,2 November 2022,2022,Research Article,95.0
"Dey Monitirtha,Bhandari Subir Kumar","Indian Statistical Institute, Kolkata, India","Received 11 December 2021, Revised 29 May 2022, Accepted 5 October 2022, Available online 26 October 2022, Version of Record 3 November 2022.",https://doi.org/10.1016/j.spl.2022.109700,Cited by (3),"We study the limiting behavior of Bonferroni FWER in a multiple testing problem as the number of hypotheses grows to infinity. We establish that in the equicorrelated normal setup with positive equicorrelation, Bonferroni FWER tends to zero asymptotically. We extend this result for generalized ==== and to arbitrarily correlated Normal setup.",None,FWER goes to zero for correlated normal,https://www.sciencedirect.com/science/article/pii/S0167715222002139,26 October 2022,2022,Research Article,96.0
Marzougue Mohamed,"LaR2A Laboratory, Faculty of Sciences, Abdelmalek Essaadi University, Tetouan, Morocco","Received 22 April 2022, Revised 10 August 2022, Accepted 13 October 2022, Available online 21 October 2022, Version of Record 28 October 2022.",https://doi.org/10.1016/j.spl.2022.109721,Cited by (0), (DRBSDEs).,None,Non-linear Dynkin games over split stopping times,https://www.sciencedirect.com/science/article/pii/S0167715222002346,21 October 2022,2022,Research Article,97.0
"Ghosh Sugata,Nanda Asok K.","Department of Mathematics and Statistics, Indian Institute of Science Education and Research Kolkata, Mohanpur 741246, India","Received 30 January 2022, Revised 25 September 2022, Accepted 5 October 2022, Available online 20 October 2022, Version of Record 7 November 2022.",https://doi.org/10.1016/j.spl.2022.109702,Cited by (0),"Stochastic precedence order enjoys connex property and considers dependence between random variables at the cost of ====. We show that the order may mislead even in certain situations where transitivity is not relevant, and develop variations to address the phenomenon.",None,Conditional precedence orders for stochastic comparison of random variables,https://www.sciencedirect.com/science/article/pii/S0167715222002152,20 October 2022,2022,Research Article,98.0
Modarres Reza,"Department of Statistics, George Washington University, Washington, DC, USA","Received 6 May 2022, Revised 4 October 2022, Accepted 13 October 2022, Available online 20 October 2022, Version of Record 1 November 2022.",https://doi.org/10.1016/j.spl.2022.109720,Cited by (0),"The relationships between eigenvalues of the ==== and outliers are largely unexplored. We show a discrepancy in the sizes of eigenvalues of the distance matrix that is contaminated with outliers. We present test statistics to determine when a distance matrix has a constant structure. We relate the eigenvalues of the two-sample distance matrix to the tests of equality of distributions, study dissimilarity matrices and their eigenvalues in high dimensional and low sample size setting.",None,Analysis of distance matrices,https://www.sciencedirect.com/science/article/pii/S0167715222002334,20 October 2022,2022,Research Article,99.0
"Yang Xiaoran,Du Junjie,Bai Fangfang","School of Statistics, University of International Business and Economics, Beijing, 100029, China","Received 17 January 2022, Revised 11 July 2022, Accepted 10 October 2022, Available online 19 October 2022, Version of Record 1 November 2022.",https://doi.org/10.1016/j.spl.2022.109715,Cited by (0),"Estimating treatment effects on restricted mean survival time(RMST) is often of direct interest in clinical studies. We propose two approaches based on estimating equation to estimate treatment effects on RMST under the setting of length-biased sampling. The ==== for the proposed estimators are derived. Simulation studies are performed to evaluate the performance of the methods in finite sample sizes. In addition, we apply our procedures to Oscar Award data.",None,Semiparametric inference of treatment effects on restricted mean survival time in two sample problems from length-biased samples,https://www.sciencedirect.com/science/article/pii/S0167715222002280,19 October 2022,2022,Research Article,100.0
"Takahashi Hiroshi,Tamura Yozo","Faculty of Business and Commerce, Keio University, Yokohama, 223-8521, Japan,Faculty of Science and Technology, Keio University, Yokohama, 223-8521, Japan","Received 8 February 2022, Revised 9 May 2022, Accepted 1 October 2022, Available online 19 October 2022, Version of Record 5 November 2022.",https://doi.org/10.1016/j.spl.2022.109694,Cited by (0),". Due to the effect of Brownian environments, the diffusion processes exhibit ultra-slow diffusive behavior, which are called Brox-type diffusions. We show that the limiting distributions are given under suitable scalings determined by selfsimilar fractal sets and measures related to the sets. The scaling properties are different from that of the Brox-type diffusion on ====.",None,Diffusion processes in Brownian environments on disconnected selfsimilar fractal sets in ,https://www.sciencedirect.com/science/article/pii/S0167715222002073,19 October 2022,2022,Research Article,101.0
Bernardoff Philippe,"Université de Pau et des Pays de l’Adour, Laboratoire de Mathématiques et de leurs Applications de Pau, UMR 5142, BP1155, 64013 PAU, France","Received 6 February 2022, Revised 7 September 2022, Accepted 6 October 2022, Available online 19 October 2022, Version of Record 3 November 2022.",https://doi.org/10.1016/j.spl.2022.109709,Cited by (0),This article provides the domain of existence of the ,None,Domain of existence of the Laplace transform of negative multinomial distributions and simulations,https://www.sciencedirect.com/science/article/pii/S016771522200222X,19 October 2022,2022,Research Article,102.0
"Xu Xiaoyan,Yu Xianye","School of Mathematics, Sun Yat-sen University, Guangzhou, Guangdong 510275, PR China,School of Statistics and Mathematics, Zhejiang Gongshang University, Hangzhou, Zhejiang 310018, PR China","Received 15 June 2021, Revised 9 October 2022, Accepted 10 October 2022, Available online 19 October 2022, Version of Record 3 November 2022.",https://doi.org/10.1016/j.spl.2022.109717,Cited by (0),"In this paper, we study the fractional smoothness of integral functionals driven by Brownian motion. By using Yamada identities, we also obtain the fractional smoothness of ==== and fractional derivative with respect to Brownian local time, which recovers the results in Eddahbi et al. (2000).",None,The fractional smoothness of integral functionals driven by Brownian motion,https://www.sciencedirect.com/science/article/pii/S0167715222002309,19 October 2022,2022,Research Article,103.0
